harass5,emailmin,emailhr,educ,polviews,advfront,snapchat,instagrm,wrkstat
NA,0,40,16,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,14,Moderate,NA,No,Yes,Keeping house
Yes,NA,NA,16,Slightly liberal,NA,No,No,Working fulltime
No,NA,NA,14,Extremely liberal,NA,No,No,Other
NA,0,0,12,Slghtly conservative,Strongly agree,NA,NA,Working fulltime
NA,0,6,20,Moderate,Strongly agree,NA,NA,Working fulltime
NA,NA,NA,7,Extrmly conservative,Disagree,NA,NA,Other
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Slghtly conservative,NA,No,No,Retired
NA,0,4,8,Conservative,Agree,No,No,School
No,NA,NA,5,Extremely liberal,NA,NA,NA,Other
NA,0,5,15,Moderate,Agree,NA,NA,Keeping house
No,NA,NA,14,Slightly liberal,NA,NA,NA,Working fulltime
NA,NA,NA,12,Extremely liberal,Strongly agree,NA,NA,Keeping house
No,NA,NA,12,Liberal,NA,No,No,Working fulltime
No,NA,NA,12,Liberal,NA,Yes,No,Other
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working fulltime
No,NA,NA,13,Moderate,NA,No,No,Retired
NA,NA,NA,8,Slightly liberal,Agree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,16,Slightly liberal,NA,No,No,Retired
NA,0,1,14,Slightly liberal,Agree,No,Yes,Working fulltime
No,NA,NA,16,Slightly liberal,NA,NA,NA,Working fulltime
NA,0,2,16,Moderate,Strongly agree,NA,NA,Working fulltime
No,0,6,14,Conservative,NA,No,No,Working fulltime
NA,0,1,14,Moderate,Agree,NA,NA,Working fulltime
Yes,NA,NA,12,Conservative,NA,Yes,Yes,Working fulltime
NA,0,0,12,Liberal,Disagree,No,No,Keeping house
NA,0,20,16,Moderate,Agree,NA,NA,Working parttime
Yes,NA,NA,12,Moderate,NA,NA,NA,Working parttime
No,NA,NA,14,Slghtly conservative,NA,Yes,Yes,Working fulltime
NA,0,2,18,Conservative,Strongly agree,NA,NA,Working parttime
Yes,NA,NA,17,Conservative,NA,Yes,Yes,Retired
No,0,1,17,Liberal,NA,NA,NA,Retired
NA,0,0,14,Slightly liberal,Agree,NA,NA,Keeping house
NA,0,3,12,Moderate,Strongly agree,No,No,Working fulltime
NA,30,0,12,Slghtly conservative,Strongly agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,14,Moderate,NA,No,No,Keeping house
NA,0,0,12,Moderate,Strongly agree,No,No,Keeping house
No,0,1,13,Moderate,NA,No,Yes,Keeping house
No,NA,NA,13,Liberal,NA,Yes,Yes,School
NA,0,15,15,Moderate,Agree,No,No,Working fulltime
NA,0,10,12,Slightly liberal,Disagree,Yes,Yes,"Unempl, laid off"
NA,0,2,18,Conservative,Agree,NA,NA,Retired
Yes,NA,NA,12,Conservative,NA,Yes,No,Keeping house
NA,0,3,16,Moderate,Strongly agree,NA,NA,Retired
No,0,4,12,Extrmly conservative,NA,No,Yes,Temp not working
NA,0,6,14,Conservative,Agree,NA,NA,Working fulltime
No,NA,NA,15,Slghtly conservative,NA,No,Yes,Working fulltime
NA,0,0,16,Extremely liberal,Strongly agree,NA,NA,Retired
NA,0,2,12,Slghtly conservative,Disagree,NA,NA,Working fulltime
No,0,10,16,Liberal,NA,No,No,Working fulltime
No,NA,NA,16,Moderate,NA,NA,NA,Retired
No,NA,NA,18,Extremely liberal,NA,No,No,Working parttime
No,0,5,12,Conservative,NA,No,No,Retired
NA,20,0,12,Slghtly conservative,Agree,No,No,Retired
Yes,NA,NA,16,Moderate,NA,No,No,Working fulltime
NA,0,20,18,Moderate,Agree,Yes,Yes,Working fulltime
No,NA,NA,12,Slightly liberal,NA,No,No,"Unempl, laid off"
NA,0,3,16,Liberal,Agree,NA,NA,Working fulltime
NA,NA,NA,18,Moderate,Agree,NA,NA,Retired
No,NA,NA,14,Conservative,NA,No,Yes,Working fulltime
No,NA,NA,14,Moderate,NA,NA,NA,Working parttime
NA,0,25,13,Conservative,Strongly agree,Yes,No,Working fulltime
No,NA,NA,14,Liberal,NA,No,Yes,Retired
No,0,2,12,Slightly liberal,NA,No,Yes,Working fulltime
NA,0,1,12,Conservative,Agree,NA,NA,Keeping house
NA,0,4,12,Slghtly conservative,Disagree,NA,NA,Other
No,NA,NA,12,Conservative,NA,NA,NA,Retired
NA,30,3,20,Conservative,Agree,NA,NA,Retired
No,NA,NA,16,Moderate,NA,No,Yes,Keeping house
Yes,30,1,12,Slghtly conservative,NA,No,No,Working fulltime
NA,0,1,14,Conservative,Agree,NA,NA,"Unempl, laid off"
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Retired
No,NA,NA,16,Conservative,NA,No,No,Working fulltime
No,0,1,16,NA,NA,Yes,Yes,Working fulltime
NA,0,30,16,Slightly liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,15,Moderate,NA,No,Yes,"Unempl, laid off"
NA,0,10,14,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Extrmly conservative,NA,Yes,Yes,Working fulltime
NA,NA,NA,12,Moderate,Agree,NA,NA,Retired
No,0,4,13,Slightly liberal,NA,No,No,Retired
No,NA,NA,12,Moderate,NA,NA,NA,Other
NA,30,0,11,Moderate,Strongly agree,NA,NA,Keeping house
NA,0,10,9,Slghtly conservative,Agree,NA,NA,Working fulltime
NA,0,1,16,Moderate,Strongly agree,NA,NA,Retired
NA,NA,NA,12,Moderate,Disagree,NA,NA,Working fulltime
No,NA,NA,16,Slghtly conservative,NA,No,Yes,Working fulltime
No,0,1,14,NA,NA,No,No,Working fulltime
NA,0,4,12,NA,Disagree,NA,NA,Working parttime
NA,0,0,12,Slightly liberal,Agree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,8,Extremely liberal,NA,NA,NA,Retired
NA,0,10,14,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,13,Moderate,NA,NA,NA,Working parttime
NA,0,0,12,Moderate,Agree,NA,NA,Retired
NA,0,2,12,Extrmly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,15,Extrmly conservative,NA,Yes,No,Working fulltime
No,0,40,16,Slightly liberal,NA,No,No,Working fulltime
NA,0,1,12,Moderate,Agree,NA,NA,Keeping house
Yes,NA,NA,12,Liberal,NA,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,17,Slghtly conservative,NA,No,Yes,Keeping house
No,0,5,14,Conservative,NA,No,No,Working fulltime
NA,0,10,16,Moderate,Agree,Yes,Yes,Temp not working
NA,0,1,14,Conservative,Agree,NA,NA,Working fulltime
No,0,7,16,Liberal,NA,Yes,Yes,Working fulltime
NA,NA,NA,12,Moderate,Agree,NA,NA,Retired
Yes,NA,NA,14,Moderate,NA,Yes,Yes,"Unempl, laid off"
NA,0,1,16,Conservative,Agree,NA,NA,Working fulltime
No,NA,NA,20,Slightly liberal,NA,No,No,Working parttime
NA,NA,NA,11,Slightly liberal,Disagree,NA,NA,Working parttime
Yes,NA,NA,15,Slightly liberal,NA,Yes,Yes,Working fulltime
NA,0,2,16,Conservative,Agree,No,No,Working parttime
No,NA,NA,13,Extrmly conservative,NA,No,No,Retired
Does not apply (i do not have a job/superior/co-worker),0,1,14,Liberal,NA,NA,NA,Retired
NA,30,0,18,Moderate,Agree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,10,Moderate,NA,No,No,Keeping house
No,NA,NA,14,Slghtly conservative,NA,No,No,Other
NA,0,0,8,Moderate,Dont know,NA,NA,Keeping house
No,NA,NA,14,NA,NA,No,No,Retired
NA,40,0,13,Slghtly conservative,Dont know,No,Yes,Temp not working
Does not apply (i do not have a job/superior/co-worker),NA,NA,9,Slghtly conservative,NA,NA,NA,Keeping house
No,NA,NA,12,Liberal,NA,NA,NA,Other
NA,0,0,12,Conservative,Agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,13,Moderate,NA,NA,NA,Other
NA,45,0,16,Moderate,Agree,No,No,Retired
No,0,8,15,Slightly liberal,NA,No,No,Retired
NA,NA,NA,12,Conservative,Dont know,NA,NA,Retired
No,NA,NA,12,Extrmly conservative,NA,No,No,Working fulltime
NA,0,0,12,Conservative,Strongly agree,NA,NA,Retired
NA,0,20,18,Slightly liberal,Agree,NA,NA,Working fulltime
No,NA,NA,15,Conservative,NA,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,11,Slghtly conservative,NA,NA,NA,Retired
NA,30,2,16,Slightly liberal,Disagree,NA,NA,Retired
No,NA,NA,12,Conservative,NA,Yes,No,Retired
NA,0,14,17,Moderate,Strongly agree,NA,NA,Working fulltime
NA,NA,NA,10,Slghtly conservative,Agree,NA,NA,Temp not working
Does not apply (i do not have a job/superior/co-worker),NA,NA,14,Conservative,NA,Yes,No,Retired
NA,0,0,20,Slightly liberal,Agree,NA,NA,Retired
NA,0,8,20,Slghtly conservative,Agree,No,No,Working fulltime
NA,0,2,18,Moderate,Strongly agree,NA,NA,Temp not working
No,NA,NA,17,Conservative,NA,No,No,Keeping house
No,15,0,16,Moderate,NA,Yes,Yes,School
NA,30,0,14,Conservative,Agree,NA,NA,Working fulltime
NA,0,1,13,Extrmly conservative,Strongly agree,Yes,Yes,Working fulltime
NA,30,0,20,Conservative,Agree,NA,NA,Retired
No,NA,NA,14,Moderate,NA,No,No,Working parttime
No,0,3,17,Conservative,NA,No,No,Retired
NA,0,5,13,Moderate,Strongly agree,NA,NA,Working parttime
No,NA,NA,18,Conservative,NA,NA,NA,Working fulltime
NA,0,22,12,Moderate,Strongly agree,No,No,Working fulltime
NA,0,3,14,Conservative,Agree,NA,NA,Working fulltime
No,NA,NA,13,Moderate,NA,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,16,Moderate,NA,No,No,Other
NA,0,20,13,Moderate,Agree,NA,NA,Working fulltime
NA,0,0,16,Extrmly conservative,Agree,No,No,Keeping house
NA,0,5,14,Moderate,Strongly agree,NA,NA,Working fulltime
No,0,2,12,Liberal,NA,Yes,Yes,Working fulltime
NA,30,0,16,Conservative,Disagree,NA,NA,Retired
No,NA,NA,13,Moderate,NA,Yes,Yes,Temp not working
NA,0,7,12,Extremely liberal,Agree,Yes,Yes,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Moderate,NA,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Moderate,NA,NA,NA,Retired
NA,0,1,12,Slghtly conservative,Agree,NA,NA,Working fulltime
Yes,NA,NA,9,Slghtly conservative,NA,NA,NA,Working parttime
NA,0,2,17,Conservative,Strongly agree,No,No,Retired
No,NA,NA,15,Moderate,NA,No,No,Working fulltime
NA,0,3,20,Liberal,Agree,NA,NA,Working fulltime
No,NA,NA,10,Moderate,NA,No,No,"Unempl, laid off"
NA,0,12,17,Extrmly conservative,Strongly agree,No,Yes,Working fulltime
NA,NA,NA,11,Moderate,Disagree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),0,1,13,Slghtly conservative,NA,NA,NA,Retired
NA,NA,NA,14,Slghtly conservative,Agree,NA,NA,Working parttime
NA,NA,NA,14,NA,Agree,NA,NA,Retired
No,NA,NA,10,Conservative,NA,NA,NA,"Unempl, laid off"
NA,NA,NA,8,NA,Disagree,NA,NA,Retired
NA,0,0,11,Moderate,Agree,NA,NA,Retired
NA,NA,NA,12,Conservative,Agree,NA,NA,Retired
NA,0,1,16,Moderate,Strongly agree,NA,NA,Working fulltime
No,0,20,16,Slightly liberal,NA,No,Yes,Working fulltime
NA,0,1,10,Moderate,Agree,NA,NA,Retired
No,NA,NA,14,Liberal,NA,NA,NA,Keeping house
NA,30,0,10,Moderate,Strongly agree,NA,NA,Working parttime
No,NA,NA,16,Moderate,NA,No,No,Retired
NA,0,6,16,Liberal,Strongly agree,No,No,Working fulltime
No,0,1,12,Moderate,NA,Yes,Yes,School
No,0,7,16,Conservative,NA,NA,NA,Retired
NA,0,12,12,Moderate,Strongly agree,NA,NA,Working fulltime
Yes,NA,NA,14,Slightly liberal,NA,NA,NA,Working fulltime
NA,0,1,13,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Conservative,NA,NA,NA,Keeping house
Does not apply (i do not have a job/superior/co-worker),NA,NA,18,Conservative,NA,No,No,Retired
No,0,10,12,Slightly liberal,NA,No,No,Working parttime
NA,0,30,14,Slightly liberal,Strongly agree,NA,NA,Working fulltime
NA,NA,NA,10,Moderate,Strongly agree,NA,NA,Retired
Yes,NA,NA,13,Moderate,NA,No,No,Working fulltime
No,NA,NA,8,Slghtly conservative,NA,NA,NA,Retired
NA,0,10,15,Liberal,Agree,NA,NA,School
No,NA,NA,12,Moderate,NA,NA,NA,Working fulltime
NA,0,8,16,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,16,Moderate,NA,No,No,"Unempl, laid off"
No,NA,NA,12,Conservative,NA,NA,NA,Working fulltime
No,0,10,12,Moderate,NA,No,No,Working fulltime
NA,0,2,12,Extrmly conservative,Disagree,NA,NA,Keeping house
NA,0,2,12,Moderate,Agree,No,No,Working fulltime
No,NA,NA,12,Moderate,NA,Yes,No,Working fulltime
No,0,3,12,Slghtly conservative,NA,Yes,Yes,Working fulltime
No,NA,NA,14,Slghtly conservative,NA,No,No,Retired
NA,0,0,12,Slghtly conservative,Strongly agree,NA,NA,Retired
NA,NA,NA,7,Moderate,Strongly agree,NA,NA,Other
Yes,0,10,16,Liberal,NA,No,No,Working fulltime
NA,0,1,12,Extrmly conservative,Dont know,NA,NA,Temp not working
No,NA,NA,12,Conservative,NA,Yes,No,School
NA,0,1,12,Moderate,Strongly agree,No,No,Retired
NA,0,1,11,Moderate,Dont know,NA,NA,Working fulltime
NA,0,1,11,Conservative,Disagree,NA,NA,Working fulltime
No,NA,NA,19,Slghtly conservative,NA,No,Yes,Temp not working
No,0,7,16,Liberal,NA,No,No,Working fulltime
No,NA,NA,16,Conservative,NA,NA,NA,Working fulltime
NA,0,35,16,Moderate,Disagree,No,Yes,Keeping house
NA,NA,NA,12,Conservative,Agree,NA,NA,Keeping house
No,0,5,18,Slghtly conservative,NA,No,No,Working fulltime
NA,0,8,13,Liberal,Dont know,NA,NA,Working parttime
No,NA,NA,16,Slightly liberal,NA,No,No,Working parttime
No,0,0,11,Moderate,NA,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,No,Yes,Working fulltime
No,NA,NA,10,Liberal,NA,NA,NA,Keeping house
No,0,1,13,Moderate,NA,No,No,Other
NA,0,1,17,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Conservative,NA,No,No,Working fulltime
NA,NA,NA,7,Liberal,Agree,NA,NA,Other
NA,NA,NA,12,Moderate,Agree,NA,NA,Retired
No,0,1,12,Moderate,NA,No,No,Working fulltime
NA,0,5,12,Extrmly conservative,Disagree,NA,NA,Keeping house
NA,0,2,16,Conservative,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,Yes,Working fulltime
NA,10,0,16,Slghtly conservative,Agree,NA,NA,Keeping house
NA,0,2,12,Conservative,Strongly disagree,No,No,Retired
NA,0,5,16,Extrmly conservative,Disagree,NA,NA,Working fulltime
No,0,1,15,Slightly liberal,NA,No,No,Working fulltime
NA,0,0,11,NA,Agree,NA,NA,"Unempl, laid off"
Yes,NA,NA,15,Extrmly conservative,NA,No,No,Working fulltime
NA,0,1,12,Extrmly conservative,Strongly agree,No,No,Keeping house
NA,NA,NA,14,Conservative,Agree,NA,NA,Other
NA,0,2,14,Conservative,Agree,No,No,Retired
NA,NA,NA,14,Conservative,Dont know,NA,NA,Retired
No,0,0,13,Conservative,NA,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Liberal,NA,No,No,Retired
NA,0,25,17,Moderate,Strongly agree,No,No,Working fulltime
No,NA,NA,13,Slightly liberal,NA,NA,NA,Working fulltime
No,0,1,12,Conservative,NA,No,No,Working fulltime
NA,30,0,19,Extrmly conservative,Disagree,NA,NA,School
No,NA,NA,9,Moderate,NA,No,No,Working fulltime
No,30,0,12,Moderate,NA,NA,NA,Retired
NA,30,0,13,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
NA,0,0,14,Moderate,Strongly agree,NA,NA,Other
No,NA,NA,14,Moderate,NA,No,No,Working parttime
NA,0,35,16,Conservative,Agree,NA,NA,Working fulltime
Yes,0,10,19,Moderate,NA,No,No,Working fulltime
No,0,1,16,Slightly liberal,NA,Yes,Yes,Working fulltime
NA,0,2,16,Slightly liberal,Agree,NA,NA,Working parttime
NA,0,2,20,Moderate,Strongly agree,No,No,Working fulltime
NA,0,1,16,Liberal,Agree,NA,NA,Retired
No,0,0,19,Liberal,NA,NA,NA,Retired
NA,0,5,18,Moderate,Strongly agree,NA,NA,Working fulltime
NA,20,0,15,Liberal,Agree,NA,NA,Working fulltime
No,NA,NA,20,Moderate,NA,No,No,Retired
No,0,1,16,Moderate,NA,Yes,Yes,Temp not working
NA,0,0,12,Moderate,Agree,No,No,Working fulltime
NA,0,2,14,Moderate,Strongly agree,NA,NA,Retired
Yes,NA,NA,16,Slghtly conservative,NA,No,No,Keeping house
No,NA,NA,14,Moderate,NA,NA,NA,Retired
NA,0,1,13,Slghtly conservative,Agree,NA,NA,Retired
NA,0,0,16,Moderate,Strongly agree,NA,NA,Retired
No,NA,NA,14,Slightly liberal,NA,Yes,No,"Unempl, laid off"
No,0,1,12,Conservative,NA,NA,NA,Retired
Yes,NA,NA,12,Moderate,NA,No,No,"Unempl, laid off"
NA,NA,NA,12,Moderate,Strongly agree,NA,NA,Retired
No,NA,NA,12,Extrmly conservative,NA,NA,NA,Keeping house
No,5,0,15,Moderate,NA,Yes,Yes,Working fulltime
No,NA,NA,16,Conservative,NA,No,No,Retired
NA,0,1,13,Conservative,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working parttime
NA,NA,NA,12,Moderate,Agree,NA,NA,Retired
NA,0,2,12,Moderate,Agree,NA,NA,Working parttime
Yes,NA,NA,18,Slghtly conservative,NA,NA,NA,Working parttime
NA,0,2,17,Moderate,Strongly agree,No,No,Retired
NA,0,0,12,Liberal,Strongly agree,NA,NA,Working fulltime
NA,0,4,16,Liberal,Agree,NA,NA,Working fulltime
NA,0,14,14,Moderate,Disagree,No,No,Keeping house
NA,0,4,12,NA,Agree,NA,NA,Keeping house
No,NA,NA,12,Conservative,NA,No,No,Working parttime
No,0,3,11,Extremely liberal,NA,Yes,Yes,Working parttime
NA,0,8,12,Moderate,Disagree,NA,NA,Working fulltime
No,NA,NA,11,NA,NA,No,No,Working parttime
No,NA,NA,15,Slightly liberal,NA,No,No,Working fulltime
No,0,16,12,Extrmly conservative,NA,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Keeping house
NA,NA,NA,17,Moderate,Strongly agree,NA,NA,Retired
NA,0,1,14,Moderate,Strongly agree,NA,NA,"Unempl, laid off"
No,NA,NA,11,Extremely liberal,NA,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Other
Does not apply (i do not have a job/superior/co-worker),0,0,12,Moderate,NA,NA,NA,Keeping house
No,NA,NA,17,Conservative,NA,No,Yes,Keeping house
NA,0,5,12,Moderate,Agree,No,No,Working fulltime
NA,0,36,16,Conservative,Agree,NA,NA,Working fulltime
NA,0,4,5,Slghtly conservative,Disagree,No,No,Working parttime
Yes,NA,NA,16,Liberal,NA,No,No,Working parttime
NA,0,20,19,Liberal,Strongly agree,NA,NA,Working parttime
Yes,NA,NA,15,Moderate,NA,No,No,Working fulltime
NA,30,0,12,Moderate,Strongly agree,No,No,Temp not working
NA,0,1,13,Moderate,Agree,NA,NA,Working parttime
Yes,NA,NA,16,Liberal,NA,No,No,Working fulltime
NA,NA,NA,12,Slghtly conservative,Agree,NA,NA,Retired
NA,0,1,13,Slghtly conservative,Agree,NA,NA,Retired
Yes,NA,NA,18,Extremely liberal,NA,No,No,Working fulltime
Yes,NA,NA,12,Slghtly conservative,NA,No,No,"Unempl, laid off"
NA,0,0,12,Moderate,Strongly agree,No,No,Working fulltime
NA,45,0,17,Extremely liberal,Strongly agree,Yes,Yes,School
NA,0,3,15,Slightly liberal,Strongly agree,No,Yes,School
No,0,4,16,Moderate,NA,Yes,Yes,School
No,NA,NA,18,Slghtly conservative,NA,No,No,Working fulltime
NA,0,5,16,Liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,20,Liberal,NA,NA,NA,Retired
No,NA,NA,20,Moderate,NA,Yes,Yes,Working fulltime
NA,0,0,12,Conservative,Agree,NA,NA,Retired
NA,0,0,12,NA,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
NA,0,20,18,Slightly liberal,Strongly agree,NA,NA,Working parttime
Yes,NA,NA,13,Liberal,NA,Yes,No,Working fulltime
No,0,0,12,Moderate,NA,NA,NA,Other
Yes,NA,NA,18,Conservative,NA,NA,NA,Working fulltime
No,0,1,16,Liberal,NA,Yes,Yes,Temp not working
NA,0,5,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Working parttime
No,0,2,14,Moderate,NA,Yes,Yes,Working parttime
No,NA,NA,12,Extrmly conservative,NA,No,Yes,Working fulltime
NA,0,15,13,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Extrmly conservative,NA,No,No,Working fulltime
Does not apply (i do not have a job/superior/co-worker),0,1,10,Moderate,NA,No,No,Keeping house
NA,0,10,12,Conservative,Agree,NA,NA,Retired
No,NA,NA,13,Conservative,NA,NA,NA,Retired
No,30,0,14,Liberal,NA,No,No,Working fulltime
No,NA,NA,16,NA,NA,Yes,No,School
NA,0,1,17,Conservative,Agree,No,No,Retired
NA,0,4,19,Moderate,Strongly agree,NA,NA,Retired
No,NA,NA,16,Conservative,NA,NA,NA,Working fulltime
No,0,3,12,Conservative,NA,NA,NA,Retired
No,NA,NA,9,Moderate,NA,No,No,Working fulltime
NA,0,2,16,Liberal,Agree,NA,NA,Working parttime
No,NA,NA,12,Moderate,NA,NA,NA,Working parttime
NA,0,2,12,NA,Agree,NA,NA,Retired
NA,0,6,17,Liberal,Agree,No,No,Retired
NA,0,0,12,Moderate,Agree,NA,NA,Retired
NA,0,1,15,Liberal,Agree,NA,NA,Working fulltime
Yes,NA,NA,17,Slightly liberal,NA,No,No,"Unempl, laid off"
NA,0,5,12,Conservative,Strongly agree,NA,NA,Working fulltime
NA,NA,NA,12,Extrmly conservative,Disagree,NA,NA,Working parttime
No,NA,NA,12,Moderate,NA,NA,NA,Other
NA,30,0,18,Slightly liberal,Agree,NA,NA,Working parttime
No,NA,NA,13,Liberal,NA,No,Yes,Working parttime
No,30,0,14,Moderate,NA,No,No,Keeping house
NA,0,3,14,Moderate,Disagree,No,No,Working fulltime
No,NA,NA,14,Moderate,NA,Yes,No,Working fulltime
No,0,4,13,Slightly liberal,NA,Yes,No,Working parttime
Yes,NA,NA,11,Moderate,NA,No,No,Working parttime
No,0,25,12,Moderate,NA,No,No,Other
NA,0,5,13,Slghtly conservative,Agree,NA,NA,Working fulltime
Yes,NA,NA,13,NA,NA,No,No,Keeping house
No,0,2,13,Extrmly conservative,NA,Yes,No,Working parttime
NA,0,20,12,Moderate,Agree,No,No,Working fulltime
No,0,50,16,Slghtly conservative,NA,Yes,No,Working fulltime
NA,NA,NA,16,Moderate,Strongly agree,NA,NA,Keeping house
No,NA,NA,17,Conservative,NA,No,No,Keeping house
NA,0,20,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,Yes,No,Working parttime
No,0,4,16,Extrmly conservative,NA,No,No,Retired
NA,0,25,14,Conservative,Agree,NA,NA,Working fulltime
No,0,7,16,Slghtly conservative,NA,NA,NA,Working fulltime
NA,0,10,16,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,16,Conservative,NA,No,No,Retired
NA,NA,NA,12,Moderate,Agree,NA,NA,Keeping house
No,NA,NA,12,Moderate,NA,Yes,No,Working fulltime
No,0,3,12,Slghtly conservative,NA,Yes,No,Working fulltime
NA,0,2,17,Conservative,Strongly agree,NA,NA,Working fulltime
No,NA,NA,10,Moderate,NA,Yes,No,Working fulltime
NA,0,5,16,Conservative,Agree,No,No,Working parttime
NA,0,20,12,NA,Agree,NA,NA,Working fulltime
No,NA,NA,20,Conservative,NA,No,No,Working fulltime
No,0,1,12,Moderate,NA,No,No,Retired
No,NA,NA,12,Slightly liberal,NA,NA,NA,Retired
NA,0,8,12,Slghtly conservative,Agree,Yes,No,Working fulltime
No,0,2,14,Slghtly conservative,NA,NA,NA,Working fulltime
NA,0,5,12,Slghtly conservative,Agree,NA,NA,Working fulltime
NA,NA,NA,NA,NA,NA,NA,NA,Other
NA,0,1,12,Conservative,Agree,No,No,Working parttime
NA,0,72,14,Slghtly conservative,Disagree,NA,NA,Retired
No,0,0,12,Slghtly conservative,NA,No,No,Working fulltime
NA,NA,NA,12,Extrmly conservative,Disagree,NA,NA,Working parttime
NA,0,0,12,Liberal,Disagree,NA,NA,Retired
NA,NA,NA,12,Slghtly conservative,Disagree,NA,NA,Retired
NA,0,0,12,Extremely liberal,NA,No,No,Working fulltime
NA,0,3,16,Conservative,Strongly agree,No,No,Temp not working
NA,0,2,11,Moderate,Agree,NA,NA,Working fulltime
No,0,0,12,Conservative,NA,NA,NA,Retired
NA,0,0,12,Moderate,Agree,NA,NA,Working fulltime
NA,30,0,16,Conservative,Agree,No,No,Working fulltime
Yes,NA,NA,12,Liberal,NA,No,No,Working fulltime
NA,0,3,14,Moderate,Agree,No,No,Working fulltime
Yes,NA,NA,8,Moderate,NA,No,No,Working fulltime
Yes,0,0,12,Moderate,NA,Yes,No,Working fulltime
NA,0,1,14,Moderate,Agree,NA,NA,Working fulltime
NA,0,1,14,Moderate,Agree,NA,NA,Retired
Yes,NA,NA,11,Conservative,NA,Yes,Yes,Working fulltime
No,NA,NA,6,Conservative,NA,NA,NA,Keeping house
NA,0,0,11,NA,Strongly agree,No,No,Working fulltime
No,NA,NA,16,Conservative,NA,No,No,Working parttime
NA,0,20,15,Moderate,Agree,Yes,No,Working fulltime
No,NA,NA,11,Conservative,NA,Yes,No,Working fulltime
No,0,0,12,Slightly liberal,NA,NA,NA,Working parttime
No,NA,NA,13,Slghtly conservative,NA,NA,NA,Working fulltime
No,NA,NA,16,Slightly liberal,NA,NA,NA,Retired
No,NA,NA,12,Slghtly conservative,NA,No,Yes,Keeping house
NA,NA,NA,8,Moderate,Strongly agree,NA,NA,Working parttime
No,NA,NA,12,Conservative,NA,NA,NA,Working fulltime
NA,0,30,14,Slghtly conservative,Agree,NA,NA,Working fulltime
No,0,8,12,Moderate,NA,No,No,Working fulltime
NA,30,0,12,Moderate,Agree,NA,NA,Retired
No,NA,NA,11,NA,NA,NA,NA,Working fulltime
No,NA,NA,14,Moderate,NA,Yes,Yes,Working fulltime
NA,0,9,14,Moderate,Disagree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Retired
NA,0,1,16,Liberal,Strongly agree,Yes,No,"Unempl, laid off"
NA,0,6,12,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,NA,NA,Keeping house
No,0,2,13,Slghtly conservative,NA,Yes,No,Working fulltime
NA,0,20,13,Slightly liberal,Agree,NA,NA,Working fulltime
NA,0,10,19,Moderate,Strongly agree,No,No,Working parttime
No,NA,NA,19,Moderate,NA,No,Yes,Working fulltime
No,0,5,18,Slghtly conservative,NA,No,No,Working fulltime
